city,total,main_regular,main_irregular,other_regular,other_irregular
sao vicente,1999.30350031,704.99515087,1294.30834944,704.99515087,1294.30834944
senador eloi de souza,1777.49545973,510.01572463,1267.4797351,512.2807741,1265.21468562
senador georgino avelino,1075.13583682,634.84186446,440.29397236,634.84186446,440.29397236
serra de sao bento,2014.88457849,677.60923908,1337.27533941,681.56651374,1333.31806475
serra do mel,4166.83446819,901.48576137,3265.34870682,910.4325651,3256.40190309
serra negra do norte,3005.76928176,1083.93981759,1921.82946417,1086.98839633,1918.78088544
serrinha,2419.08753306,478.00207135,1941.08546171,486.32967588,1932.75785718
serrinha dos pintos,1376.35640714,388.33900197,988.01740517,391.58126381,984.77514333
severiano melo,1956.40191946,617.17184047,1339.23007899,623.08548135,1333.31643812
sitio novo,1418.99320868,574.8612029,844.13200578,574.8612029,844.13200578
taboleiro grande,776.31877852,290.01265015,486.30612837,290.01265015,486.30612837
taipu,3912.70317298,1503.72318454,2408.97998844,1503.72318454,2408.97998844
tangara,4103.04601824,1479.55978455,2623.48623369,1497.27840491,2605.76761332
tenente ananias,3281.77782334,504.24634372,2777.53147962,509.56627994,2772.2115434
tenente laurentino cruz,2289.87705214,594.06002207,1695.81703007,599.12533908,1690.75171307
tibau,1469.96487285,609.76560908,860.19926377,613.84578967,856.11908318
tibau do sul,4098.48727747,1889.56088633,2208.92639114,1889.56088633,2208.92639114
timbauba dos batistas,1078.05764785,524.84442412,553.21322373,524.84442412,553.21322373
touros,12183.57043156,3407.00096954,8776.56946202,3463.47031026,8720.10012132
triunfo potiguar,1220.5503279,468.54029322,752.01003468,470.45578628,750.09454162
umarizal,3622.53248408,1180.11691996,2442.41556412,1190.41739335,2432.11509073
upanema,4066.2132985,1049.70415231,3016.50914619,1052.75438923,3013.45890927
varzea,1652.8132003,622.2325724,1030.5806279,625.05776422,1027.75543608
venha-ver,1355.01871601,352.09227289,1002.92644312,353.68275799,1001.33595802
vera cruz,3766.90280968,1211.70885401,2555.19395567,1217.10083304,2549.80197663
vicosa,497.75648217,190.57650867,307.1799735,194.52447353,303.23200864
vila flor,942.56687742,506.6944425,435.87243492,509.52237545,433.04450197
